genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,popularity,is_hit
pop,0.7410018685466704,0.5311739409897821,A#,-23.944675968073554,minor,0.076505286288781,0.3138121641193001,0.008584215703514649,0.16786593666448632,0.34701672869867994,115.80107659299168,92503.56812539206,4,74,0
latin,0.4001605417428175,0.2945970767314745,A#,-14.42805220331437,major,0.13705152428170378,0.601422788690089,0.08141200482074934,0.12791994762522868,0.4295685669591358,114.59326180783385,259418.51389399768,4,61,0
latin,0.7991598207974823,0.48848736302630247,G,-15.904546250596063,major,0.04666896883586421,0.05852387574989187,0.1408393288993864,0.01762666564932284,0.2908457401826261,79.80937850678205,307898.2556539896,4,90,1
pop,0.5514887125317424,0.6876138122981695,G,-17.094157725807534,minor,0.06758502670620052,0.18666177509421863,0.019375695563709414,0.30757537077193114,0.37100690515555823,133.44175305587393,205619.5894389138,5,73,0
hip-hop,0.7169123470646976,0.553841690676032,C#,-17.98475436697078,minor,0.1911070028435786,0.0961020281418397,0.10626182785667454,0.09699201576222823,0.4492209645937093,107.48068178122574,201495.14233781188,4,78,1
pop,0.6310927121101162,0.47233224535880725,F#,-14.348586199860275,major,0.1180683948229845,0.2526980111055042,0.12482597756023528,0.1511728323876815,0.5826549512099964,142.1284219292725,164663.39354554686,4,63,0
hip-hop,0.703007290852169,0.355932965118605,F#,-22.378715950058815,major,0.07579249555882657,0.2327462777268677,0.033621522586908086,0.2321789043349568,0.5645430137624041,121.49843197728765,312058.6114165157,4,73,0
latin,0.26645183309141873,0.7138286764588067,G,-14.718019844027344,major,0.20108040689264095,0.7312410031439133,0.14703745295030848,0.3338116942983312,0.5887479395869211,133.0514371343874,229890.4638318131,4,66,0
rock,0.6194144503917777,0.5649100077455589,C,-23.798550542435997,minor,0.2548252210589818,0.5190218318330911,0.002463094244966352,0.25729544963340595,0.1111914270541834,64.08163079063272,273117.94213804643,4,67,0
hip-hop,0.7014478760158581,0.5326430066204735,G#,-8.014946013711718,major,0.10195872152215475,0.13070681535484796,0.006398466951725224,0.09955698021375435,0.5000937668244474,156.1776428024808,168179.56310802564,5,96,1
hip-hop,0.754022471049192,0.9015424392696958,G#,-14.410450063156011,major,0.08790910909645187,0.4151004223357459,0.06604817489754304,0.4389604209938129,0.5752523215668024,130.55565726669784,270379.7599321931,4,92,1
pop,0.6908850746095333,0.6145197055121604,A,-12.511953048367372,minor,0.029853948945582548,0.5356608248024239,0.12455476136028079,0.16077870291702775,0.5126056002083388,88.93279628740783,199788.1913336293,4,77,1
hip-hop,0.7681303590309547,0.785828930443218,G#,-3.312943540882607,major,0.06280846565466316,0.5511489749345576,0.11130095183674334,0.20050341216847742,0.636397896723973,128.2025768156888,183017.9909094615,4,100,1
edm,0.2703310705276286,0.6472914752529361,G#,-18.607173862339017,major,0.0934436568198844,0.4415318753941148,0.15165333603236963,0.1437780852618472,0.7148033224720965,88.67995234715306,177872.2093544967,4,57,0
jazz,0.5419284111203628,0.5585523448219225,F,-20.188766982206403,major,0.04325918606747885,0.15288120078559275,0.06766565627393367,0.1517283690293465,0.3199131336820464,132.5396084969332,353892.6145856158,4,59,0
latin,0.855599787341441,0.575144837166407,B,-24.655903554895005,minor,0.14806241538821613,0.16674407538888458,0.12157871094830726,0.24282602390547794,0.8021688628732593,113.94846033385261,228072.01839876367,4,96,1
pop,0.6350266671920214,0.6147047162106922,B,-9.030871173106704,major,0.2402885956700755,0.2231249036060255,0.09396876303942217,0.274593026215408,0.30541560938813545,90.43115164753402,198510.86041268293,4,86,1
indie,0.5496593850540625,0.6063293753805601,D#,-0.5084168108713669,minor,0.16084637805316762,0.442302347166037,0.034733268293988186,0.35765702070404515,0.7391899470092625,129.30527750003205,150112.45957523538,4,56,0
latin,0.6409095678540582,0.6600063551427151,F,-8.674834626307053,major,0.11137144409993475,0.06779338102675413,0.08610347135934616,0.03778641956020338,0.7935022305803415,81.89093214570792,209991.3180256645,4,81,1
latin,0.6005192701583465,0.7353516632009117,F#,-2.476951149525881,minor,0.03720918969706065,0.4253369459292754,0.024805196466531856,0.13551317600607554,0.39172617059374565,147.18811097739777,220864.36903894632,4,76,1
rock,0.7297241753759516,0.8382876214693357,G,-18.587092618534303,minor,0.034225477189127704,0.3331559699252761,0.06775243524616147,0.12611874384157823,0.7956282514485511,150.5651874545913,247785.78794565392,4,69,0
hip-hop,0.778397636487393,0.546686521324893,D,-12.439678797293638,major,0.11857044065456253,0.18264187441597018,0.20317914348142196,0.21615659989617533,0.43856366504325833,125.82320183180191,200668.55442842797,4,87,1
hip-hop,0.6444265192411216,0.7190146097674999,F,-23.856638449137424,major,0.03170450656118099,0.3672729010620215,0.03193573658546251,0.08590292412796878,0.5748766542802659,118.23082882719895,282343.77419255296,4,90,1
pop,0.6679852438462854,0.546952041696745,B,-5.195810450793946,minor,0.07392481653372933,0.31645154816637233,0.10201456772056393,0.13472618139038225,0.5320530764360569,105.44807579469862,251562.22927131463,4,75,0
hip-hop,0.5222593131339098,0.6930888419822243,A#,-9.289361307830346,major,0.002913081818141982,0.39969051983296167,0.1918544731064173,0.18602037359179663,0.8157369296693587,110.73441949236211,282911.69258354895,4,74,0
hip-hop,0.634038167772815,0.6118527242000151,F,-3.4940614878986516,minor,0.3087556701932078,0.42307288118846686,0.09500240044294803,0.08289728974682503,0.3524093994599247,107.85216781482212,113188.5458825588,4,76,1
rock,0.6981367691500113,0.1672748336672701,A,-12.10149861188105,minor,0.21019770767716459,0.476509051112813,0.1547380956111324,0.14959399927077544,0.3780818826122864,119.59879242487732,100112.31831860941,4,61,0
r&b,0.42084402709319524,0.6244035077487259,A#,-19.54280651829079,minor,0.15280431049886703,0.22587088659499055,0.14225761055556882,0.22722139320299758,0.37151111665098063,130.5171721023888,108056.86678733729,4,71,0
rock,0.6037172870138996,0.7647831008466153,C,-13.731657032857852,major,0.06929359134559915,0.16879540382576955,0.09898209701186243,0.4090138185699191,0.312096953589342,89.1626782697171,149359.711731161,4,67,0
pop,0.7554263923383601,0.3517526699963858,E,-3.511103024325962,major,0.02707971922533785,0.16320637107207392,0.0841466407323373,0.06540575730024935,0.4867541685816895,121.28155769119446,130208.10657209587,4,63,0
jazz,0.8840483223682697,0.605853681324372,E,-1.7224527671395649,major,0.303564279095845,0.022436672515540115,0.046677206125537295,0.06925926688865426,0.44991946701436153,115.32721871486658,328222.55279268115,4,81,1
classical,0.793447372651524,0.36456661129999196,C#,-18.04533560536275,major,0.171327477698641,0.5453216075383801,0.08817258193648579,0.1566632882044735,0.7236790636926418,101.81198057388276,92882.25171980156,4,55,0
latin,0.8015378321894209,0.44784014269877315,G#,-22.39791453421099,minor,0.3863442529407743,0.3449126304304999,0.005645118292132497,0.27006663147087995,0.34419839355233145,145.83799239295982,146520.5010298651,4,60,0
country,0.33825056641105117,0.5484389496512696,G,-16.511618737368092,minor,0.0382681821049651,0.36857606069687837,0.0842044810503681,0.39686241490854973,0.3157811310235164,146.95787078027604,258248.344914727,4,49,0
rock,0.7928628205865309,0.5189993902123481,B,-3.547089379773986,major,0.18713510647550805,0.5124188036403728,0.07569710521760299,0.32603877418021243,0.6936741797296279,129.8391991469309,219794.3279020394,3,71,0
jazz,0.7011283515595292,0.47290214443029166,B,-3.8007976734166498,major,0.06556191264910427,0.6395228489638076,0.08148012497436655,0.3649883059354057,0.39028604670434935,135.09975902313224,122850.87550478356,4,56,0
pop,0.5428841694803049,0.6257210126207425,F#,-0.7396537172345248,major,0.08639101561411221,0.11429454780970635,0.025731149677234517,0.14586255513091012,0.36989475918896675,151.02041983591766,269248.85688242456,4,77,1
hip-hop,0.657847836333017,0.9016396909803384,F#,-20.309539729535455,major,0.07575218039867355,0.2777323930408294,0.07814379851300654,0.10512067137076507,0.8908017031909213,86.11972583743429,164525.40396959562,4,100,1
hip-hop,0.6836937195331662,0.6220320398193608,C#,-20.66187915601838,minor,0.06045915665029217,0.15753587916854148,0.07445508922124991,0.18054006782884977,0.2580521966478627,85.58950022222358,183965.0043563442,4,79,1
pop,0.55133376301372,0.4750693925110126,A#,-10.961317477599447,major,0.378237987456678,0.24325318631440473,0.04090325518288424,0.11151617924642569,0.42199317197344344,112.09133860060122,200884.46493050663,4,72,0
pop,0.8319258921706792,0.4206101059125786,A,-6.300042932218723,minor,0.13412776666779544,0.42348397318600706,0.07988617169828793,0.09779343982879322,0.5257977010079327,132.50056155217527,265816.7462429459,4,66,0
edm,0.7221245166957123,0.6802235638593821,F#,-22.89309169639935,major,0.03508115559820911,0.44072933217385446,0.021915572096207973,0.15983142525393096,0.30121391815846754,109.72418524707234,105986.01533561687,4,79,1
latin,0.6251034281400577,0.5997307825077001,D#,-10.767984850189599,minor,0.010816285487206204,0.589929741555314,0.10709453907208225,0.041637239925824264,0.40043231023550196,141.8531325907301,331891.1734303845,4,62,0
edm,0.77640223527847,0.5263803500196922,F,-0.42731937814665244,minor,0.040652510189020975,0.5797889561922406,0.08734314725323783,0.008539233989214906,0.3475323703301268,139.25488798818606,234504.75909455732,4,78,1
pop,0.61783293632484,0.6494704732389766,E,-3.1420779930755245,major,0.06743898733911734,0.18063701867391177,0.1611632203715725,0.07978331861180024,0.3517984361323419,147.77126793607147,61353.903551437455,4,73,0
latin,0.6457578487479716,0.5639059286739524,G,-16.498023914549687,major,0.07144917785399188,0.45296498931094864,0.09443077688840773,0.07888904579727891,0.5621224171501252,103.10918672662591,241151.29423438958,4,67,0
edm,0.36361824500193646,0.6529527647508264,D,-12.824882602778828,minor,0.14839294541189055,0.4005133782277064,0.09958012263896678,0.07266903326398957,0.48012051467357986,117.39421114596959,158039.2727122973,4,65,0
hip-hop,0.7964063276126674,0.6748224892069873,C#,-19.453347669638056,major,0.04059988387955769,0.3928365143776825,0.43871343966455445,0.16807975125527866,0.13627721841558227,93.58779440504875,294008.8592694195,4,78,1
r&b,0.30340864144295365,0.8025026372657712,F,-6.586630368272246,major,0.20807477504177377,0.23908687955444038,0.09350226491204,0.1912778217669214,0.6284045338303523,112.29945270610472,223579.65353946158,4,71,0
hip-hop,0.8069560495256268,0.8417634900842197,A#,-13.442776063131175,minor,0.1392033262635203,0.1907633715553551,0.30333492326197087,0.4171026127082085,0.555172152053141,89.50753220562575,220255.05019773962,4,90,1
hip-hop,0.5269273771093592,0.3584037501121213,D,-16.36458567763603,major,0.13064465551068563,0.03383065302590569,0.10442679097213568,0.1648845009861141,0.3332918508910373,109.21298854007111,274097.7168619352,3,77,1
indie,0.6228824743345694,0.5121387189566062,D#,-10.892585678567379,minor,0.08707441111567932,0.08668709856222344,0.11085308982644347,0.1254170569821949,0.8386878480018677,133.68998506396338,136329.48017542466,4,77,1
hip-hop,0.2933198513010451,0.7217445036867244,C#,-7.4323222229241175,major,0.1239669965778193,0.07344918035512683,0.22092817757703528,0.23538632475314006,0.2567330896572612,147.78338047251333,296509.739668904,4,74,0
rock,0.5213041942194171,0.1357258695798649,A,-21.81508523185108,minor,0.20176407846161082,0.2696392638607827,0.24801269361001604,0.2279699919147159,0.29602490612844273,119.43106108191103,307408.255670039,4,56,0
indie,0.7646781199469642,0.49870348120509905,D,-4.572833558186193,major,0.023771246570896548,0.1094804936269343,0.08447594865627667,0.027621473298725017,0.5918717273547724,66.58389397906643,244099.12006553012,4,74,0
r&b,0.5354079784466558,0.33680767680493784,G,-22.419676017920207,major,0.18062829331594352,0.15776265590725377,0.029336242067014847,0.5352658878857138,0.5975917444277369,125.54479590184312,158256.04403886036,4,68,0
pop,0.6620946954840154,0.5135464631995698,C,-3.6904563125094896,major,0.15974479894859916,0.18375544203619443,0.014656279750219818,0.2873820318756323,0.31528181670406047,130.22688084557984,166256.58171592862,4,80,1
pop,0.6838264944810702,0.6300591434739927,F,-21.442089154441867,major,0.2358844755855785,0.1595357693712581,0.12279452288279685,0.19833295544515955,0.5333906066047733,123.03356737379458,187319.95707771543,3,69,0
pop,0.7666741059064367,0.3583343164895227,A#,-24.793657182867474,major,0.12159996062745124,0.33367727156341165,0.07333887179598474,0.12609946689774695,0.3618896148646899,135.6182176799566,196183.57236513105,4,89,1
edm,0.798307798196932,0.6311579472212286,A,-11.475498923745672,major,0.10658043531835483,0.26952311554085046,0.06138589956769506,0.24819974553264648,0.5910489382209619,120.41286903555113,217646.21016615786,4,87,1
rock,0.8113628616496206,0.6106948168868257,C,-18.699972602466897,minor,0.055192202158651935,0.22472219220970643,0.10314154360314559,0.22699742939676634,0.7498427825710842,113.80225806447706,60000.0,4,70,0
pop,0.48786632876141184,0.6422277764239305,D,-9.782717658486053,minor,0.02170759941460896,0.30800163019049875,0.11905360360574618,0.2377851913356722,0.4112114223308768,139.45924692885998,249959.7810137446,4,82,1
jazz,0.7602073783319332,0.3249982452684612,C#,-23.14314987148603,major,0.04640773000768011,0.4192574416121927,0.010136538179802722,0.31984735177736356,0.27707589453830234,129.91712128874934,260353.29266089178,4,61,0
rock,0.8795579184480236,0.7058389316015371,E,-13.203610783711822,minor,0.21331169803069744,0.22581075893376923,0.026198558250021816,0.20592756348043698,0.4571869373500792,129.54619769304506,222760.94041227625,4,77,1
hip-hop,0.47398520449935905,0.5181748904451662,E,-8.889479832115413,minor,0.14058330886886436,0.5208500156962602,0.18151304739393492,0.09349938064938258,0.32716094572455845,150.87995656629363,278016.1157168263,4,73,0
rock,0.5559322291337676,0.5453206519936672,D,-12.967707077559629,minor,0.07861338093391887,0.2493918689996548,0.010549800393718679,0.08248549812192453,0.49963026391081433,139.22650402444478,167193.24464224343,4,67,0
r&b,0.5989145043002561,0.7153723939557841,G#,-17.130129906956768,major,0.31886675682016086,0.32213783437592164,0.21918585675091046,0.45517220641937123,0.18836013538177282,157.4740493030895,212873.85254784752,4,66,0
pop,0.6052560106484873,0.24290026692832611,C#,-10.393425937994627,major,0.08628137862062402,0.07674879576186011,0.05489364043215637,0.09503611357700971,0.6306588988495733,125.85079893298929,247081.8549258513,4,89,1
hip-hop,0.5320006119389421,0.7237070486162368,G#,-0.10420525272552439,major,0.14805394859997612,0.12083184281872401,0.021638060776556448,0.22564043914925594,0.4214952226803362,178.30764098735386,191925.81385220823,4,90,1
latin,0.6236717219929757,0.4333177932009397,D,-19.25084560032704,major,0.05965624061585236,0.36749497015260035,0.012135999424100314,0.21418870172392185,0.55839965161155,142.81882498715038,185119.29494486217,4,68,0
rock,0.6051926277803217,0.8777379394161486,G,-18.263617651655565,major,0.2158970731892214,0.1544914914231122,0.0010954824299992307,0.06799425485693938,0.3852303228778087,109.27680498568519,223668.1044977962,4,75,0
rock,0.4483953040954243,0.6589988887443657,D,-8.820367985757379,major,0.23616475704708778,0.23203801134777244,0.04990329963314978,0.1800054830525297,0.5476858261453909,73.85899223346243,189241.7241159672,5,68,0
rock,0.7591752847908251,0.8735746126258898,A#,-2.92200238993248,minor,0.13918895538839016,0.19204492171730986,0.0043959150925070925,0.05734205756694793,0.6010845837141019,125.51371586409692,233387.300367228,4,91,1
pop,0.40593788367145023,0.4747398973641402,F#,-16.93459320634069,major,0.07038647816564098,0.12008550897488872,0.22080189450113258,0.16045572415825946,0.6484979679700014,161.7357985888598,152881.78464540263,4,61,0
pop,0.6466104501045069,0.5599455396808036,D#,-10.60264311231826,major,0.15502809115253108,0.18474651505905235,0.011176426794157215,0.1521354107745868,0.6730818426092515,133.2214373206749,283017.935758466,4,97,1
rock,0.5293639115579596,0.6777293347040428,G,-3.6855443696369754,minor,0.05531129205005031,0.2307572470174134,0.003206933452084475,0.4713686346584649,0.33572145471347303,144.58460052482354,67992.22468116277,4,79,1
pop,0.6565833490093296,0.4591766122397989,G,-2.4256377588629405,major,0.10531473257340093,0.10259585597641865,0.06194346113150417,0.07413526684552436,0.41811645242499473,75.07341581711498,137501.47213075517,4,66,0
pop,0.5608723871947655,0.6720494757703538,C#,-3.144184537992924,major,0.21610246868747385,0.25019728413563996,0.022676179665532138,0.29285425669818826,0.8923202469720423,142.32782516027336,256442.92995117523,4,96,1
latin,0.6449645792025672,0.730092750353325,G#,-12.773386301605838,minor,0.02364933239475525,0.14557153566290304,0.036341339117127947,0.5195632182510176,0.6237350255200015,169.0824808775081,118106.28311013475,4,92,1
country,0.7423521416227363,0.6084256801082415,D#,-18.06409233653802,major,0.404646497824362,0.3431049799937534,0.0033865629877882146,0.03770965183493139,0.40406048014367657,125.1425330253433,254085.00612048554,4,67,0
latin,0.6520073483831921,0.436182233377723,A#,-15.336740008533411,minor,0.022715307468098925,0.5896643745407786,0.08322973417949941,0.06935921690957542,0.4971347720405596,137.68266615220924,273940.5706685075,4,80,1
indie,0.47889170827319855,0.5077330056932168,D#,-13.852741190814418,major,0.15172086100255813,0.49814361181635075,0.2700923815949383,0.17325307300656448,0.6696987233014554,169.22936926450865,171453.60052383767,4,51,0
hip-hop,0.38318927247522994,0.8130665235739133,D#,-14.11135563935959,major,0.11313576340227074,0.16602077502300322,0.21383292191790448,0.11853963505568091,0.430166991475101,142.83975983649398,169587.144874164,4,84,1
jazz,0.55006294786653,0.4148720596994121,F#,-22.21590458255308,major,0.10268070218597307,0.2766288004904894,0.04536167538589831,0.058234080535916485,0.7803856571265979,109.75572463756042,156667.14144923625,4,56,0
pop,0.8316298011647478,0.73643100865533,C#,-9.953613535875453,major,0.13978682243508014,0.3352530913805689,0.10801473368400903,0.07377628638796167,0.3474278223634547,92.41401531163257,162589.22503308422,4,73,0
jazz,0.5724305317778237,0.3909284175568795,D#,-11.238740248601587,major,0.03943356659887666,0.2819688694895797,0.17247627775957755,0.27315034861893644,0.4792423829732858,87.53889303682212,210291.74027092336,4,53,0
country,0.38878974897722013,0.8201390871246346,A#,-0.5468129190268769,major,0.11508966434542021,0.4838402900414683,0.015891122012286218,0.1901500985562746,0.5115603561296943,148.9185203833984,187334.87975940516,4,66,0
r&b,0.6671925422879762,0.8269060033948475,G,-3.691846505247508,minor,0.10738443894558149,0.5254516908280363,0.09626297117158389,0.24511505309974538,0.4135933343165034,187.12680221746675,212905.04542488663,4,81,1
country,0.684416663255994,0.2013045011908219,F#,-20.903321454430145,minor,0.4648019581503273,0.2585362571946077,0.1015963407134508,0.1096755269212986,0.3797132711840159,157.31194212457737,264243.28507719556,4,67,0
edm,0.7473652781434235,0.36047596760766715,B,-6.7140680232208005,major,0.1456702554383093,0.3131441963486729,0.06354868637594781,0.1780592589604567,0.7191812011391321,113.9392664880289,335668.7319375569,4,76,1
hip-hop,0.7279241879551059,0.6318482027381911,C,-12.494281278580683,major,0.02804493326459063,0.274310934257641,0.049591486767066206,0.038253950419496974,0.44099221826226753,180.41268582522832,318994.71582357783,4,76,1
rock,0.3460148027135135,0.6907331772490191,F#,-20.32865825249118,major,0.03119059816482994,0.23421895911074567,0.07722750303604953,0.30448251532049597,0.6128840897881613,93.65027216132002,132160.23061152763,4,65,0
edm,0.589137851667965,0.5168646068593837,F#,-22.41942425390805,major,0.07101489472207546,0.06847317998280923,0.00025109936766676207,0.060153601036229604,0.661198387196438,136.64936536128286,296460.97262010654,4,75,0
pop,0.32730654744207577,0.46598437883935817,F#,-16.388543133620637,major,0.018816888411727548,0.43396923856722697,0.03997808248641144,0.12036575910725252,0.8563693994932987,104.46691210436774,114346.43906724287,4,84,1
edm,0.602383099267522,0.5699091638337125,D,-7.605207828351599,major,0.11474493576964176,0.11460524176685666,0.13312166593699468,0.0668447221554637,0.7826136825348642,57.61103131736914,250696.9496400713,5,73,0
country,0.6086585409012606,0.2897903009718835,G,-14.657356835796387,minor,0.025666405245829273,0.1706486057372613,0.04745862177086011,0.039550386055358655,0.2701367412315535,156.7968118485221,88873.83489567443,4,66,0
pop,0.6597532520520355,0.6295746006090418,B,-1.9741170978445446,minor,0.013566887258203932,0.4853156519637301,0.032511241232023334,0.22346125239520262,0.5246527145507197,144.72098897372402,297650.24189332424,4,74,0
latin,0.6532856334142764,0.7311639547722482,G#,-15.055530974783427,major,0.0497335124071319,0.2909942256313047,0.09951105426295154,0.09777045968815208,0.579375718753926,88.64446540896112,236388.72310468956,4,83,1
indie,0.7473218871684345,0.20292181206759952,D,-3.2447514508196065,minor,0.2006853114319686,0.13928003130376265,0.20182546334041673,0.2921105882473601,0.16692766485487434,139.68879629745157,163431.9944880911,4,57,0
classical,0.8316953048590345,0.7490327490564307,C,-21.70634043391788,minor,0.015595117558052924,0.35737350999355005,0.03771610821734929,0.393940764812315,0.45366119856166737,117.18263532699616,88992.56835438652,4,61,0
jazz,0.7143986535976582,0.6703185497086706,B,-14.268107776093379,major,0.14849493243069073,0.17727253570338994,0.0017909044891429302,0.17407200172746914,0.664404371295268,119.52784479229506,181899.5358424493,4,78,1
rock,0.6618628331528894,0.8775335932238075,C,-0.4484335506842676,minor,0.14196423385697415,0.35880701219127653,0.013914980335670658,0.031789428804630364,0.5916296665342884,115.75713157977547,154943.57355989818,4,82,1
jazz,0.6466797191451177,0.7332494567163627,G,-10.571538084377588,major,0.09520029177880061,0.4032752159837833,0.05607287073182461,0.16576476493069636,0.8527951923530064,171.10358528456277,161159.8551055811,4,59,0
r&b,0.6989651429675631,0.5356552848556254,C,-1.5605654293628994,minor,0.10898968110292642,0.2035125291797727,0.0931600334036975,0.11383350940377049,0.526216156013458,139.33879329567665,162857.67968114212,4,74,0
pop,0.6197959506699368,0.40320137723013055,G,-24.12835259771536,minor,0.2001212909968303,0.055400853172603785,0.004291813897491055,0.04695221569464634,0.8650665027822015,130.15155132544834,170119.89647872036,4,66,0
rock,0.7208585712933803,0.6565623785172182,D#,-18.89686939784193,major,0.013356227171644865,0.503420092296372,0.06582565632105615,0.13356440116367252,0.3929245779800633,108.49056696544297,255510.4394760221,4,71,0
r&b,0.586581877549094,0.6116027067633254,A#,-16.699413617041657,minor,0.23012591668781238,0.1325345474256094,0.02323202888605926,0.19189269485506635,0.37704749096613704,130.59119891438218,309504.4707706439,4,75,0
hip-hop,0.8065520215802362,0.41152541580843005,A,-0.8488653191228046,major,0.10412985412142593,0.2722655503619084,0.1656923671189283,0.35907675047283916,0.4540942104192032,130.77522783424163,182974.2168667675,4,76,1
edm,0.5586659188232125,0.6801927171019786,B,-10.562184409460274,minor,0.11427005151685651,0.11327242518459162,0.07810093249910374,0.4131900731644982,0.7038046013162924,135.6815955696991,195509.89223138234,4,75,0
edm,0.5895463778069434,0.6888288300538656,D#,-21.410631049451585,major,0.3075432491818168,0.3967879186462898,0.06157733772528006,0.09960852156545812,0.3640522938275979,193.5602768535463,238681.8632232503,4,59,0
pop,0.6123982604546389,0.8058164573141554,B,-24.34961775482725,major,0.12053963535479038,0.03626364481017833,0.08807364179662032,0.09637479646837627,0.6235411503669277,131.14188326025078,255172.40049970103,4,94,1
edm,0.4393466559024061,0.4868106101147842,A#,-16.877146073464395,minor,0.033933149421538446,0.4395478022301188,0.015259984057263637,0.24547411238199804,0.5249420386198098,107.16984680529546,214232.40940550182,4,63,0
latin,0.3841591233537152,0.20494040161894847,F#,-5.709135175161386,major,0.02492192631461252,0.21537614256885773,0.058639092285466356,0.058518982008823876,0.5598030580130818,127.64448840659502,291653.3464265279,4,57,0
rock,0.389523953456183,0.7023794846101958,G#,-5.466940374394632,major,0.05895310807487152,0.0815645345517459,0.08255591663860257,0.13154050278998436,0.4391724265280327,114.45192212853664,196486.77059613864,4,69,0
pop,0.6979195008666293,0.8454310983160371,B,-11.127204602421248,major,0.07453677101830715,0.22631718749371707,0.05197340102223446,0.24267264323223178,0.39192034985079666,124.68121081675048,93122.2655402942,4,82,1
pop,0.385602533809636,0.7643547048949096,E,-2.2131407784631847,major,0.09367625037818494,0.3899371793416721,0.18554130696191173,0.17959708391189785,0.49983726822885743,83.79580981386516,180025.62244309153,3,75,0
hip-hop,0.7777761411801066,0.5917964677522892,F#,-21.944663564932835,minor,0.04494370283456546,0.06141188839866773,0.01273163704174982,0.24236340101009735,0.5488171010557783,107.20845561217534,187684.19436666166,4,100,1
classical,0.6488050241121369,0.33244925037899986,B,-6.062913198233641,major,0.038467499983443794,0.08201277384808826,0.06051832320990428,0.17854557301354632,0.5801381714838426,86.1611904766308,192127.71577953087,4,54,0
hip-hop,0.6797732436403124,0.8312001420504048,A#,-5.170078997525771,minor,0.07469015608056553,0.09707109718382698,0.389401618494343,0.31763415733616157,0.7054742008382024,101.77801720359375,385707.9283381872,5,93,1
edm,0.7124014140630545,0.802563948484103,F#,-13.719692745543982,major,0.09353072820811736,0.45191903245894743,0.20070210719245987,0.14665989121758685,0.5644286894333694,112.36625369532598,146027.1401672591,4,79,1
hip-hop,0.6845440923130744,0.6990439424127709,A,-6.350401129411214,major,0.05395617588496343,0.2620210830330732,0.4287051622347501,0.11678314342681297,0.44084754081867294,70.28792822897469,117178.43836353667,4,60,0
hip-hop,0.743264513783924,0.2909872260690342,C#,-19.0401814140789,minor,0.04788580227620563,0.22654484727228424,0.3151473376427281,0.1698396848194639,0.3612458685015797,142.27254627032718,241091.85436286806,4,61,0
latin,0.6814244474066462,0.7478517511160137,G#,-12.675430496305426,minor,0.20839610746935897,0.31217867802717947,0.06706512489795147,0.1602502576083911,0.41494847913237526,80.73609308557467,182951.68740579166,4,75,0
r&b,0.7461731167893498,0.8016972289142238,B,-19.79066643846659,major,0.028310892940556078,0.41963229994681667,0.20090803494766282,0.31516064080292333,0.4528310515329688,104.08924305134664,196143.8804360394,3,92,1
pop,0.33539994280416474,0.33866795187621135,D,-12.385646572812467,major,0.05397806914252922,0.3967222816278606,0.11496369462963374,0.033075889528588594,0.3294758674651057,102.79636112739868,208307.44892499154,4,60,0
rock,0.7883471795580114,0.3128515294799588,F#,-7.9495105837936215,major,0.15277207056531258,0.3559242335610941,0.01168432283068388,0.2615639076525405,0.5417196092595078,87.71910395057776,288403.7774476479,4,79,1
pop,0.41816168094318373,0.3966872975167575,E,-24.935146378696025,major,0.03593208027222812,0.5062669327180358,0.12496506373069448,0.1334635963067179,0.6863608131798706,154.65020173201924,227028.530573263,4,65,0
rock,0.6717706440348771,0.4653448043287893,B,-22.70835629913005,major,0.2751686875677135,0.6542477885218027,0.10485736119433944,0.23769191122619446,0.35062360073691595,142.85754765757423,249312.1248620292,4,57,0
edm,0.6638041091275227,0.24783828188013107,G,-12.910102939455669,major,0.039346739038119416,0.2447355859042417,0.002024694454179243,0.24635232360588752,0.502673712741085,136.5579002490059,158025.43944487543,4,68,0
pop,0.6660454923160657,0.6965782575889028,B,-22.542350808161814,minor,0.09319194453402001,0.13620707223991782,0.06678069686265466,0.2351304980368579,0.6966523037626364,129.6027542789174,66454.23418602126,4,83,1
hip-hop,0.6747548327749048,0.48946001603840533,C#,-16.23892028017481,major,0.0400107589903976,0.12879017152251757,0.038681432745349055,0.10735840182544269,0.468407598570455,129.54968759887427,227724.09946938042,4,82,1
hip-hop,0.5153579968686032,0.6618554872542448,C,-3.104349269582439,major,0.4202243169836254,0.6383883157522082,0.09060485080572594,0.24636570252587003,0.6048845522328956,122.68213245455492,154482.44257366,4,76,1
indie,0.7333596337133736,0.6052378203628573,F,-9.012014867651102,major,0.2264942512537061,0.12622079118899854,0.013784954113052953,0.14877186647158724,0.6480765474500856,159.478522139828,253568.23998430892,4,75,0
country,0.6245935472070488,0.6253903840440742,A,-18.619970689356098,major,0.08042599955703884,0.3076527614243966,0.029859740015139052,0.2605899131538532,0.3577252098910355,129.97510599125897,281843.25350302143,4,73,0
pop,0.31012667987544607,0.7221846014969369,G,-24.20923133950017,minor,0.0904735477884941,0.5100058395449218,0.027603053667983407,0.2648693146082265,0.41229630861402017,142.36645094332405,200466.08247792357,4,74,0
r&b,0.731972564178617,0.7476699329417975,A#,-17.281344506925652,major,0.11609817679371534,0.5777041948335331,0.04007830766270025,0.10498687864049361,0.7932407571046196,76.88110352750758,138964.3662463435,4,79,1
